Category,CategoryID,GO,Description,LogP,Enrichment,#GeneInGOAndHitList,#GeneInHitList,Hits,Log(q-value),GeneID,Source,FDR,Significant_FDR_0_05
GO Biological Processes,19,GO:0090181,regulation of cholesterol metabolic process,-4.3,20,4,116,APOA1|APOE|EPHX2|MAPK1,-3,335|348|2053|5594,Metascape session t_e1w6klz,0.049787068367863944,TRUE
GO Biological Processes,19,GO:0001654,eye development,-4.3,7.4,7,116,ACVR2B|FBN1|FBN2|EFEMP1|SMARCA4|VEGFA|CHD7,-3,93|2200|2201|2202|6597|7422|55636,Metascape session t_e1w6klz,0.049787068367863944,TRUE
Reactome Gene Sets,6,R-HSA-168164,Toll Like Receptor 3 (TLR3) Cascade,-4.3,13,5,116,APP|CASP8|MAPK1|MAP2K1|TBK1,-3,351|841|5594|5604|29110,Metascape session t_e1w6klz,0.049787068367863944,TRUE
GO Biological Processes,19,GO:0051961,negative regulation of nervous system development,-4.3,13,5,116,CTNNB1|DRD3|IDH2|IL6|NOTCH1,-3,1499|1814|3418|3569|4851,Metascape session t_e1w6klz,0.049787068367863944,TRUE
GO Biological Processes,19,GO:0034764,positive regulation of transmembrane transport,-4.3,9.2,6,116,CAV1|EDN1|IRS1|KCNQ1|PTPN11|CAPN10,-3,857|1906|3667|3784|5781|11132,Metascape session t_e1w6klz,0.049787068367863944,TRUE
GO Biological Processes,19,GO:0050867,positive regulation of cell activation,-4.3,6.1,8,116,ACTB|APP|CAV1|MTOR|IL6|IL10|PTPN11|SMARCA4,-3,60|351|857|2475|3569|3586|5781|6597,Metascape session t_e1w6klz,0.049787068367863944,TRUE
GO Biological Processes,19,GO:0001508,action potential,-4.3,12,5,116,MTOR|GJA1|GNA11|KCNQ1|SLC8A1,-3,2475|2697|2767|3784|6546,Metascape session t_e1w6klz,0.049787068367863944,TRUE
Canonical Pathways,11,M286,PID TGFBR PATHWAY,-4.3,20,4,116,CAV1|CTNNB1|SMAD4|TGFBR1,-3,857|1499|4089|7046,Metascape session t_e1w6klz,0.049787068367863944,TRUE
WikiPathways,27,WP5510,16p12 2 copy number variation syndrome 520kb,-4.3,20,4,116,MTOR|MAPK1|MAP2K1|MAP2K2,-3,2475|5594|5604|5605,Metascape session t_e1w6klz,0.049787068367863944,TRUE
WikiPathways,27,WP585,Interferon type I signaling,-4.3,20,4,116,MTOR|IRS1|PIK3R2|PTPN11,-3,2475|3667|5296|5781,Metascape session t_e1w6klz,0.049787068367863944,TRUE
KEGG Pathway,24,hsa04020,Calcium signaling pathway,-4.3,7.3,7,116,FGFR1|GNA11|GNAQ|KDR|MET|SLC8A1|VEGFA,-3,2260|2767|2776|3791|4233|6546|7422,Metascape session t_e1w6klz,0.049787068367863944,TRUE
GO Biological Processes,19,GO:0150063,visual system development,-4.3,7.3,7,116,ACVR2B|FBN1|FBN2|EFEMP1|SMARCA4|VEGFA|CHD7,-3,93|2200|2201|2202|6597|7422|55636,Metascape session t_e1w6klz,0.049787068367863944,TRUE
Reactome Gene Sets,6,R-HSA-5653656,Vesicle-mediated transport,-4.3,4.3,11,116,ACTB|APOA1|APOB|APOE|APP|DCTN1|F5|GJA1|KIF11|TSC1|TSC2,-3,60|335|338|348|351|1639|2153|2697|3832|7248|7249,Metascape session t_e1w6klz,0.049787068367863944,TRUE
GO Biological Processes,19,GO:0032204,regulation of telomere maintenance,-4.3,12,5,116,CTNNB1|HNRNPA1|HNRNPA2B1|LMNA|MAPK1,-3,1499|3178|3181|4000|5594,Metascape session t_e1w6klz,0.049787068367863944,TRUE
GO Biological Processes,19,GO:0010811,positive regulation of cell-substrate adhesion,-4.3,12,5,116,APOA1|KDR|PTK2|TSC1|VEGFA,-3,335|3791|5747|7248|7422,Metascape session t_e1w6klz,0.049787068367863944,TRUE
GO Biological Processes,19,GO:0019217,regulation of fatty acid metabolic process,-4.3,12,5,116,CAV1|EDN1|IRS1|PPARG|PTGS2,-3,857|1906|3667|5468|5743,Metascape session t_e1w6klz,0.049787068367863944,TRUE
Reactome Gene Sets,6,R-HSA-9012999,RHO GTPase cycle,-4.3,5.3,9,116,ACTB|ACTC1|CAV1|GJA1|PIK3CA|PIK3R2|VCP|KIDINS220|NCF1,-3,60|70|857|2697|5290|5296|7415|57498|653361,Metascape session t_e1w6klz,0.049787068367863944,TRUE
GO Biological Processes,19,GO:0051495,positive regulation of cytoskeleton organization,-4.3,9.1,6,116,APOA1|DCTN1|EDN1|LIMK1|MAPT|TGFBR1,-3,335|1639|1906|3984|4137|7046,Metascape session t_e1w6klz,0.049787068367863944,TRUE
GO Biological Processes,19,GO:0007422,peripheral nervous system development,-4.2,19,4,116,HRAS|MAPK1|MAP2K1|RAF1,-3,3265|5594|5604|5894,Metascape session t_e1w6klz,0.049787068367863944,TRUE
GO Biological Processes,19,GO:0050918,positive chemotaxis,-4.2,19,4,116,APP|MET|TSC2|VEGFA,-3,351|4233|7249|7422,Metascape session t_e1w6klz,0.049787068367863944,TRUE
GO Biological Processes,19,GO:0060976,coronary vasculature development,-4.2,40,3,116,NOTCH1|TGFBR1|VEGFA,-3,4851|7046|7422,Metascape session t_e1w6klz,0.049787068367863944,TRUE
GO Biological Processes,19,GO:1902692,regulation of neuroblast proliferation,-4.2,40,3,116,CTNNB1|NOTCH1|VEGFA,-3,1499|4851|7422,Metascape session t_e1w6klz,0.049787068367863944,TRUE
Reactome Gene Sets,6,R-HSA-9670439,"Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants",-4.2,40,3,116,HRAS|PIK3CA|PIK3R2,-3,3265|5290|5296,Metascape session t_e1w6klz,0.049787068367863944,TRUE
WikiPathways,27,WP5149,Lipid metabolism in senescent cells,-4.2,40,3,116,ALOX5|HRAS|PTGS2,-3,240|3265|5743,Metascape session t_e1w6klz,0.049787068367863944,TRUE
Reactome Gene Sets,6,R-HSA-9669938,Signaling by KIT in disease,-4.2,40,3,116,HRAS|PIK3CA|PIK3R2,-3,3265|5290|5296,Metascape session t_e1w6klz,0.049787068367863944,TRUE
Reactome Gene Sets,6,R-HSA-8876384,Listeria monocytogenes entry into host cells,-4.2,40,3,116,CTNNB1|CTNND1|MET,-3,1499|1500|4233,Metascape session t_e1w6klz,0.049787068367863944,TRUE
KEGG Pathway,24,hsa04659,Th17 cell differentiation,-4.2,12,5,116,MTOR|IL6|SMAD4|MAPK1|TGFBR1,-2.9,2475|3569|4089|5594|7046,Metascape session t_e1w6klz,0.05502322005640723,FALSE
WikiPathways,27,WP4754,IL18 signaling,-4.2,19,4,116,CASP8|CTNNB1|MAPK1|NCF1,-2.9,841|1499|5594|653361,Metascape session t_e1w6klz,0.05502322005640723,FALSE
GO Biological Processes,19,GO:0070661,leukocyte proliferation,-4.2,19,4,116,CSF1R|ACE|GJA1|IL10,-2.9,1436|1636|2697|3586,Metascape session t_e1w6klz,0.05502322005640723,FALSE
GO Biological Processes,19,GO:0007411,axon guidance,-4.2,8.9,6,116,APP|CSF1R|EDN1|NOTCH1|PTK2|VEGFA,-2.9,351|1436|1906|4851|5747|7422,Metascape session t_e1w6klz,0.05502322005640723,FALSE
GO Biological Processes,19,GO:0055080,monoatomic cation homeostasis,-4.2,5.2,9,116,ACVR2B|APP|CAV1|DRD3|EDN1|GRN|KCNQ1|SMAD4|SLC8A1,-2.9,93|351|857|1814|1906|2896|3784|4089|6546,Metascape session t_e1w6klz,0.05502322005640723,FALSE
GO Biological Processes,19,GO:0048880,sensory system development,-4.2,7.1,7,116,ACVR2B|FBN1|FBN2|EFEMP1|SMARCA4|VEGFA|CHD7,-2.9,93|2200|2201|2202|6597|7422|55636,Metascape session t_e1w6klz,0.05502322005640723,FALSE
KEGG Pathway,24,hsa04914,Progesterone-mediated oocyte maturation,-4.2,12,5,116,PIK3CA|PIK3R2|MAPK1|MAP2K1|RAF1,-2.9,5290|5296|5594|5604|5894,Metascape session t_e1w6klz,0.05502322005640723,FALSE
KEGG Pathway,24,hsa04350,TGF-beta signaling pathway,-4.2,12,5,116,ACVR2B|FBN1|SMAD4|MAPK1|TGFBR1,-2.9,93|2200|4089|5594|7046,Metascape session t_e1w6klz,0.05502322005640723,FALSE
GO Biological Processes,19,GO:0032355,response to estradiol,-4.2,12,5,116,CASP8|CTNNB1|ESR1|GPX1|IL10,-2.9,841|1499|2099|2876|3586,Metascape session t_e1w6klz,0.05502322005640723,FALSE
GO Biological Processes,19,GO:0097485,neuron projection guidance,-4.2,8.9,6,116,APP|CSF1R|EDN1|NOTCH1|PTK2|VEGFA,-2.9,351|1436|1906|4851|5747|7422,Metascape session t_e1w6klz,0.05502322005640723,FALSE
GO Biological Processes,19,GO:0002263,cell activation involved in immune response,-4.2,8.9,6,116,APP|MTOR|GNAQ|GRN|IL6|IL10,-2.9,351|2475|2776|2896|3569|3586,Metascape session t_e1w6klz,0.05502322005640723,FALSE
GO Biological Processes,19,GO:0005975,carbohydrate metabolic process,-4.2,5.9,8,116,FBN1|FBN2|GUSB|IDH2|KCNQ1|SLC2A2|UGP2|B4GALT7,-2.9,2200|2201|2990|3418|3784|6514|7360|11285,Metascape session t_e1w6klz,0.05502322005640723,FALSE
GO Biological Processes,19,GO:0001954,positive regulation of cell-matrix adhesion,-4.2,19,4,116,KDR|PTK2|TSC1|VEGFA,-2.9,3791|5747|7248|7422,Metascape session t_e1w6klz,0.05502322005640723,FALSE
GO Biological Processes,19,GO:0010874,regulation of cholesterol efflux,-4.2,19,4,116,APOA1|APOE|CAV1|PPARG,-2.9,335|348|857|5468,Metascape session t_e1w6klz,0.05502322005640723,FALSE
GO Biological Processes,19,GO:0014002,astrocyte development,-4.2,38,3,116,APP|GRN|MAPT,-2.9,351|2896|4137,Metascape session t_e1w6klz,0.05502322005640723,FALSE
Reactome Gene Sets,6,R-HSA-5218921,VEGFR2 mediated cell proliferation,-4.2,38,3,116,HRAS|KDR|VEGFA,-2.9,3265|3791|7422,Metascape session t_e1w6klz,0.05502322005640723,FALSE
GO Biological Processes,19,GO:0034104,negative regulation of tissue remodeling,-4.2,38,3,116,IL6|PPARG|TNFAIP3,-2.9,3569|5468|7128,Metascape session t_e1w6klz,0.05502322005640723,FALSE
Canonical Pathways,11,M184,PID ECADHERIN KERATINOCYTE PATHWAY,-4.2,38,3,116,CTNNB1|CTNND1|PIK3CA,-2.9,1499|1500|5290,Metascape session t_e1w6klz,0.05502322005640723,FALSE
WikiPathways,27,WP5066,FOXA2 pathway,-4.2,38,3,116,APOB|IRS1|MTTP,-2.9,338|3667|4547,Metascape session t_e1w6klz,0.05502322005640723,FALSE
GO Biological Processes,19,GO:0034375,high-density lipoprotein particle remodeling,-4.2,38,3,116,APOA1|APOA2|APOE,-2.9,335|336|348,Metascape session t_e1w6klz,0.05502322005640723,FALSE
Reactome Gene Sets,6,R-HSA-5654689,PI-3K cascade:FGFR1,-4.2,38,3,116,FGFR1|PIK3CA|PTPN11,-2.9,2260|5290|5781,Metascape session t_e1w6klz,0.05502322005640723,FALSE
GO Biological Processes,19,GO:0001676,long-chain fatty acid metabolic process,-4.2,12,5,116,ALOX5|GPX1|PTGS2|SIGMAR1|ACOT2,-2.9,240|2876|5743|10280|10965,Metascape session t_e1w6klz,0.05502322005640723,FALSE
GO Biological Processes,19,GO:1901796,regulation of signal transduction by p53 class mediator,-4.2,12,5,116,AARS1|DYRK1A|MTOR|SMARCA4|KAT6A,-2.9,16|1859|2475|6597|7994,Metascape session t_e1w6klz,0.05502322005640723,FALSE
WikiPathways,27,WP5561,Integrative Analysis of Treg Glial Interactions,-4.2,12,5,116,IL6|IL10|PTK2|TGFBR1|VEGFA,-2.9,3569|3586|5747|7046|7422,Metascape session t_e1w6klz,0.05502322005640723,FALSE
GO Biological Processes,19,GO:0048871,multicellular organismal-level homeostasis,-4.2,5.1,9,116,ACTB|GJA1|IL6|KCNQ1|NOTCH1|TNFAIP3|VEGFA|SQSTM1|NPHP3,-2.9,60|2697|3569|3784|4851|7128|7422|8878|27031,Metascape session t_e1w6klz,0.05502322005640723,FALSE
GO Biological Processes,19,GO:1903037,regulation of leukocyte cell-cell adhesion,-4.2,5.9,8,116,ACTB|ALOX5|CAV1|MTOR|IL6|IL10|PTPN11|SMARCA4,-2.9,60|240|857|2475|3569|3586|5781|6597,Metascape session t_e1w6klz,0.05502322005640723,FALSE
Reactome Gene Sets,6,R-HSA-9769740,Coagulation pathway,-4.2,18,4,116,APP|F5|F12|SERPINE1,-2.9,351|2153|2161|5054,Metascape session t_e1w6klz,0.05502322005640723,FALSE
WikiPathways,27,WP558,Complement and coagulation cascades,-4.2,18,4,116,F5|F12|CFH|SERPINE1,-2.9,2153|2161|3075|5054,Metascape session t_e1w6klz,0.05502322005640723,FALSE
GO Biological Processes,19,GO:0042093,T-helper cell differentiation,-4.2,18,4,116,MTOR|IL6|IL10|TBK1,-2.9,2475|3569|3586|29110,Metascape session t_e1w6klz,0.05502322005640723,FALSE
GO Biological Processes,19,GO:0070542,response to fatty acid,-4.2,18,4,116,CPS1|EDN1|IRS1|PIK3CA,-2.9,1373|1906|3667|5290,Metascape session t_e1w6klz,0.05502322005640723,FALSE
Reactome Gene Sets,6,R-HSA-1236394,Signaling by ERBB4,-4.2,18,4,116,APOE|ESR1|HRAS|PIK3CA,-2.9,348|2099|3265|5290,Metascape session t_e1w6klz,0.05502322005640723,FALSE
Reactome Gene Sets,6,R-HSA-186797,Signaling by PDGF,-4.2,18,4,116,HRAS|PIK3CA|PIK3R2|PTPN11,-2.9,3265|5290|5296|5781,Metascape session t_e1w6klz,0.05502322005640723,FALSE
GO Biological Processes,19,GO:0003208,cardiac ventricle morphogenesis,-4.2,18,4,116,ENG|SMAD4|NOTCH1|TGFBR1,-2.9,2022|4089|4851|7046,Metascape session t_e1w6klz,0.05502322005640723,FALSE
GO Biological Processes,19,GO:0032651,regulation of interleukin-1 beta production,-4.1,12,5,116,APOA1|APP|CASP8|IL6|TNFAIP3,-2.9,335|351|841|3569|7128,Metascape session t_e1w6klz,0.05502322005640723,FALSE
GO Biological Processes,19,GO:0010821,regulation of mitochondrion organization,-4.1,12,5,116,GPX1|KDR|MAPT|PPARG|SQSTM1,-2.9,2876|3791|4137|5468|8878,Metascape session t_e1w6klz,0.05502322005640723,FALSE
KEGG Pathway,24,hsa04923,Regulation of lipolysis in adipocytes,-4.1,18,4,116,IRS1|PIK3CA|PIK3R2|PTGS2,-2.9,3667|5290|5296|5743,Metascape session t_e1w6klz,0.05502322005640723,FALSE
Reactome Gene Sets,6,R-HSA-2142753,Arachidonate metabolism,-4.1,18,4,116,ALOX5|EPHX2|GPX1|PTGS2,-2.9,240|2053|2876|5743,Metascape session t_e1w6klz,0.05502322005640723,FALSE
GO Biological Processes,19,GO:0009895,negative regulation of catabolic process,-4.1,5.8,8,116,APOA2|MTOR|IL10|SMAD4|MET|PIK3CA|TSC1|TSC2,-2.9,336|2475|3586|4089|4233|5290|7248|7249,Metascape session t_e1w6klz,0.05502322005640723,FALSE
GO Biological Processes,19,GO:0061437,renal system vasculature development,-4.1,36,3,116,EDN1|NOTCH1|PKD2,-2.9,1906|4851|5311,Metascape session t_e1w6klz,0.05502322005640723,FALSE
GO Biological Processes,19,GO:0038128,ERBB2 signaling pathway,-4.1,36,3,116,MAPK1|MAP2K1|RAF1,-2.9,5594|5604|5894,Metascape session t_e1w6klz,0.05502322005640723,FALSE
GO Biological Processes,19,GO:0061440,kidney vasculature development,-4.1,36,3,116,EDN1|NOTCH1|PKD2,-2.9,1906|4851|5311,Metascape session t_e1w6klz,0.05502322005640723,FALSE
WikiPathways,27,WP272,Blood clotting cascade,-4.1,36,3,116,F5|F12|SERPINE1,-2.9,2153|2161|5054,Metascape session t_e1w6klz,0.05502322005640723,FALSE
WikiPathways,27,WP5111,Familial hyperlipidemia type 4,-4.1,36,3,116,APOA1|APOA2|MTTP,-2.9,335|336|4547,Metascape session t_e1w6klz,0.05502322005640723,FALSE
WikiPathways,27,WP4482,Vitamin D in inflammatory diseases,-4.1,36,3,116,NR3C1|IL6|SMAD4,-2.9,2908|3569|4089,Metascape session t_e1w6klz,0.05502322005640723,FALSE
GO Biological Processes,19,GO:0051145,smooth muscle cell differentiation,-4.1,36,3,116,ENG|NOTCH1|VEGFA,-2.9,2022|4851|7422,Metascape session t_e1w6klz,0.05502322005640723,FALSE
GO Biological Processes,19,GO:0003272,endocardial cushion formation,-4.1,36,3,116,ENG|SMAD4|NOTCH1,-2.9,2022|4089|4851,Metascape session t_e1w6klz,0.05502322005640723,FALSE
GO Biological Processes,19,GO:0038084,vascular endothelial growth factor signaling pathway,-4.1,36,3,116,KDR|PIK3CA|VEGFA,-2.9,3791|5290|7422,Metascape session t_e1w6klz,0.05502322005640723,FALSE
GO Biological Processes,19,GO:1903376,regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway,-4.1,36,3,116,CTNNB1|IL10|NONO,-2.9,1499|3586|4841,Metascape session t_e1w6klz,0.05502322005640723,FALSE
GO Biological Processes,19,GO:0061037,negative regulation of cartilage development,-4.1,36,3,116,EFEMP1|PTPN11|TGFBR1,-2.9,2202|5781|7046,Metascape session t_e1w6klz,0.05502322005640723,FALSE
Reactome Gene Sets,6,R-HSA-9758941,Gastrulation,-4.1,11,5,116,CTNNB1|FGFR1|SMAD4|NOTCH1|ZEB2,-2.8,1499|2260|4089|4851|9839,Metascape session t_e1w6klz,0.06081006262521797,FALSE
GO Biological Processes,19,GO:0045087,innate immune response,-4.1,4.5,10,116,ADAR|APP|CSF1R|EDN1|F12|CFH|PPARG|RAF1|TBK1|NCF1,-2.8,103|351|1436|1906|2161|3075|5468|5894|29110|653361,Metascape session t_e1w6klz,0.06081006262521797,FALSE
GO Biological Processes,19,GO:0019229,regulation of vasoconstriction,-4.1,18,4,116,CAV1|ACE|EDN1|MAP2K1,-2.8,857|1636|1906|5604,Metascape session t_e1w6klz,0.06081006262521797,FALSE
Reactome Gene Sets,6,R-HSA-9764561,Regulation of CDH1 Function,-4.1,18,4,116,ACTB|ACTC1|CTNNB1|CTNND1,-2.8,60|70|1499|1500,Metascape session t_e1w6klz,0.06081006262521797,FALSE
KEGG Pathway,24,hsa04621,NOD-like receptor signaling pathway,-4.1,8.5,6,116,CASP8|IL6|MAPK1|TNFAIP3|MFN2|TBK1,-2.8,841|3569|5594|7128|9927|29110,Metascape session t_e1w6klz,0.06081006262521797,FALSE
GO Biological Processes,19,GO:0042752,regulation of circadian rhythm,-4.1,11,5,116,MTOR|GNA11|GNAQ|NONO|PPARG,-2.8,2475|2767|2776|4841|5468,Metascape session t_e1w6klz,0.06081006262521797,FALSE
GO Biological Processes,19,GO:0046683,response to organophosphorus,-4.1,11,5,116,APP|CPS1|FBN1|KCNQ1|PKD2,-2.8,351|1373|2200|3784|5311,Metascape session t_e1w6klz,0.06081006262521797,FALSE
GO Biological Processes,19,GO:0019369,arachidonate metabolic process,-4.1,17,4,116,ALOX5|GPX1|PTGS2|SIGMAR1,-2.8,240|2876|5743|10280,Metascape session t_e1w6klz,0.06081006262521797,FALSE
Reactome Gene Sets,6,R-HSA-2029482,Regulation of actin dynamics for phagocytic cup formation,-4.1,17,4,116,ACTB|LIMK1|MAPK1|PTK2,-2.8,60|3984|5594|5747,Metascape session t_e1w6klz,0.06081006262521797,FALSE
Reactome Gene Sets,6,R-HSA-8943724,Regulation of PTEN gene transcription,-4.1,17,4,116,CHD4|MTOR|PPARG|MAPK1,-2.8,1108|2475|5468|5594,Metascape session t_e1w6klz,0.06081006262521797,FALSE
GO Biological Processes,19,GO:0030514,negative regulation of BMP signaling pathway,-4.1,17,4,116,CAV1|FBN1|NOTCH1|PPARG,-2.8,857|2200|4851|5468,Metascape session t_e1w6klz,0.06081006262521797,FALSE
GO Biological Processes,19,GO:0050772,positive regulation of axonogenesis,-4.1,17,4,116,LIMK1|MAPT|VEGFA|ADNP,-2.8,3984|4137|7422|23394,Metascape session t_e1w6klz,0.06081006262521797,FALSE
GO Biological Processes,19,GO:0030509,BMP signaling pathway,-4.1,17,4,116,ACVR2B|ENG|SMAD4|PPARG,-2.8,93|2022|4089|5468,Metascape session t_e1w6klz,0.06081006262521797,FALSE
GO Biological Processes,19,GO:0002253,activation of immune response,-4.1,5.7,8,116,CFH|LIMK1|NONO|PIK3CA|PTK2|TNFAIP3|MATR3|TBK1,-2.8,3075|3984|4841|5290|5747|7128|9782|29110,Metascape session t_e1w6klz,0.06081006262521797,FALSE
Reactome Gene Sets,6,R-HSA-9932444,ATP-dependent chromatin remodelers,-4.1,8.3,6,116,ACTB|CHD4|CTNNB1|SMARCA4|ADNP|CHD7,-2.8,60|1108|1499|6597|23394|55636,Metascape session t_e1w6klz,0.06081006262521797,FALSE
GO Biological Processes,19,GO:0060324,face development,-4.1,34,3,116,PTPN11|ANKRD11|CHD7,-2.8,5781|29123|55636,Metascape session t_e1w6klz,0.06081006262521797,FALSE
Reactome Gene Sets,6,R-HSA-5654693,FRS-mediated FGFR1 signaling,-4.1,34,3,116,FGFR1|HRAS|PTPN11,-2.8,2260|3265|5781,Metascape session t_e1w6klz,0.06081006262521797,FALSE
Reactome Gene Sets,6,R-HSA-1181150,Signaling by NODAL,-4.1,34,3,116,ACVR2B|SMAD4|MAPK1,-2.8,93|4089|5594,Metascape session t_e1w6klz,0.06081006262521797,FALSE
GO Biological Processes,19,GO:0016241,regulation of macroautophagy,-4,8.3,6,116,MTOR|KDR|PIK3CA|TSC1|TSC2|TBK1,-2.8,2475|3791|5290|7248|7249|29110,Metascape session t_e1w6klz,0.06081006262521797,FALSE
GO Biological Processes,19,GO:0043525,positive regulation of neuron apoptotic process,-4,17,4,116,APP|CASP8|CTNNB1|GRN,-2.8,351|841|1499|2896,Metascape session t_e1w6klz,0.06081006262521797,FALSE
GO Biological Processes,19,GO:0043367,"CD4-positive, alpha-beta T cell differentiation",-4,17,4,116,MTOR|IL6|IL10|TBK1,-2.8,2475|3569|3586|29110,Metascape session t_e1w6klz,0.06081006262521797,FALSE
GO Biological Processes,19,GO:0048167,regulation of synaptic plasticity,-4,8.3,6,116,APOE|APP|CTNNB1|ACE|MAPT|SQSTM1,-2.8,348|351|1499|1636|4137|8878,Metascape session t_e1w6klz,0.06081006262521797,FALSE
GO Biological Processes,19,GO:0007409,axonogenesis,-4,6.6,7,116,ACTB|APP|CSF1R|EDN1|NOTCH1|PTK2|VEGFA,-2.8,60|351|1436|1906|4851|5747|7422,Metascape session t_e1w6klz,0.06081006262521797,FALSE
Reactome Gene Sets,6,R-HSA-375165,NCAM signaling for neurite out-growth,-4,17,4,116,FGFR1|HRAS|MAPK1|PTK2,-2.8,2260|3265|5594|5747,Metascape session t_e1w6klz,0.06081006262521797,FALSE
Reactome Gene Sets,6,R-HSA-373760,L1CAM interactions,-4,11,5,116,ACTB|FGFR1|MAPK1|MAP2K1|MAP2K2,-2.8,60|2260|5594|5604|5605,Metascape session t_e1w6klz,0.06081006262521797,FALSE
GO Biological Processes,19,GO:0090288,negative regulation of cellular response to growth factor stimulus,-4,11,5,116,CAV1|FBN1|NOTCH1|PPARG|EMILIN1,-2.8,857|2200|4851|5468|11117,Metascape session t_e1w6klz,0.06081006262521797,FALSE
GO Biological Processes,19,GO:0090205,positive regulation of cholesterol metabolic process,-4,33,3,116,APOA1|APOE|MAPK1,-2.8,335|348|5594,Metascape session t_e1w6klz,0.06081006262521797,FALSE
GO Biological Processes,19,GO:0033344,cholesterol efflux,-4,33,3,116,APOA1|APOA2|APOE,-2.8,335|336|348,Metascape session t_e1w6klz,0.06081006262521797,FALSE
GO Biological Processes,19,GO:0061384,heart trabecula morphogenesis,-4,33,3,116,ENG|NOTCH1|TGFBR1,-2.8,2022|4851|7046,Metascape session t_e1w6klz,0.06081006262521797,FALSE
WikiPathways,27,WP5485,Post COVID neuroinflammation,-4,33,3,116,IL6|IL10|MAPK1,-2.8,3569|3586|5594,Metascape session t_e1w6klz,0.06081006262521797,FALSE
WikiPathways,27,WP5443,Effects of MFN2 mutation,-4,33,3,116,CASP8|DCTN1|MFN2,-2.8,841|1639|9927,Metascape session t_e1w6klz,0.06081006262521797,FALSE
Canonical Pathways,11,M17200,SA B CELL RECEPTOR COMPLEXES,-4,33,3,116,HRAS|MAPK1|MAP2K1,-2.8,3265|5594|5604,Metascape session t_e1w6klz,0.06081006262521797,FALSE
Canonical Pathways,11,M28,PID IL4 2PATHWAY,-4,17,4,116,MTOR|IL10|IRS1|PIK3CA,-2.7,2475|3586|3667|5290,Metascape session t_e1w6klz,0.06720551273974976,FALSE
GO Biological Processes,19,GO:0051338,regulation of transferase activity,-4,6.5,7,116,ADAR|CSF1R|FGFR1|MTOR|PIK3CA|MAP2K1|MAP2K2,-2.7,103|1436|2260|2475|5290|5604|5605,Metascape session t_e1w6klz,0.06720551273974976,FALSE
Reactome Gene Sets,6,R-HSA-5688426,Deubiquitination,-4,6.5,7,116,ACTB|ESR1|SMAD4|TGFBR1|TNFAIP3|VCP|STAMBP,-2.7,60|2099|4089|7046|7128|7415|10617,Metascape session t_e1w6klz,0.06720551273974976,FALSE
GO Biological Processes,19,GO:0001952,regulation of cell-matrix adhesion,-4,11,5,116,KDR|SERPINE1|PTK2|TSC1|VEGFA,-2.7,3791|5054|5747|7248|7422,Metascape session t_e1w6klz,0.06720551273974976,FALSE
GO Biological Processes,19,GO:0045598,regulation of fat cell differentiation,-4,11,5,116,ALOX5|IL6|PPARG|PTGS2|EHMT1,-2.7,240|3569|5468|5743|79813,Metascape session t_e1w6klz,0.06720551273974976,FALSE
Reactome Gene Sets,6,R-HSA-5357801,Programmed Cell Death,-4,8,6,116,CASP8|CTNNB1|LMNA|MAPT|MAPK1|PTK2,-2.7,841|1499|4000|4137|5594|5747,Metascape session t_e1w6klz,0.06720551273974976,FALSE
GO Biological Processes,19,GO:0050866,negative regulation of cell activation,-4,8,6,116,APOE|GRN|IL10|PTPN11|TNFAIP3|EMILIN1,-2.7,348|2896|3586|5781|7128|11117,Metascape session t_e1w6klz,0.06720551273974976,FALSE
GO Biological Processes,19,GO:0090109,regulation of cell-substrate junction assembly,-4,16,4,116,KDR|PTK2|TSC1|VEGFA,-2.7,3791|5747|7248|7422,Metascape session t_e1w6klz,0.06720551273974976,FALSE
GO Biological Processes,19,GO:0051893,regulation of focal adhesion assembly,-4,16,4,116,KDR|PTK2|TSC1|VEGFA,-2.7,3791|5747|7248|7422,Metascape session t_e1w6klz,0.06720551273974976,FALSE
